filename,label,transcript
audio_880.wav,2.0,"Okay, my best day of life is virtue in good marks and you can do that set summation. It is my best day and best shelter to me and also it is my best day to my parents also. In this I think when I writing it was difficult to me right, it just say I cannot feel that it was a bad experience to me while writing it then I can think that I want that you could be more sick. But after getting the result I felt very good by getting good marks which was very very hopeful to me and also very pleasant to me. I was getting good marks on my parents also very happy, very enjoyable which was getting my good marks on my friends also which was very pleasant and getting a good marks coming because good feel to me on that day I feel very better to me to that day."
audio_921.wav,2.0,I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it here. The deep chorus result from We've already done it. We've already done it. We've already done it. We've already done it. We've already done it. I'm going to do it. I'm going to do it. I'm going to do it. Aaah! Shhhhh!
audio_68.wav,2.0,"Yeah, I have a soy crowded market. There are different types of people out there. It's very crowded with a large number of people. On one side, there are some people who are selling vegetables, some people are selling fruits, and some are selling other essential products that are required for the humans. And when I hear here's about the market, it's a fascinating thing that there will be a large number of the people. And from morning to evening, people work hard there to fed up themselves for their feed and all. And it's very... that's it."
audio_905.wav,2.0,"My special day and which is the best day of my life, that is my birthday when I was intense at it. It is my best day because every school friend was at my home and we had many memories. Without that day I think my life is incomplete. Whenever I remember that day, I always get many thoughts about my school list and it remembers how we enjoy our schooling and also it brings a bright smile on my face. This is why I call that day as special as I can say. The special day reminds me of all my schooling, memories and how we fought, how we recollect and how we enjoyed our schooling with our friends. This is the best day of my life."
audio_1035.wav,2.5,"I would like to visit South Korea because I really love the place to visit once in my life and I would like to travel to Erupe because that would be my first experience. I would like to taste the local dishes in South Korea, kimchi, jjampong, sushi and many other dishes by spicy dishes. I would like to visit the country in autumn season because the flowers or the tree blossoms, cherry blossoms."
audio_1290.wav,2.5,"My goal is to become a bank employer and the goal is to import the goal is to import it to deserve the life. We must maintain a one of the goals that I pay any challenges while coming to this goal to per goal in my life. To become a bank employer, we have to take many problems and we have to do take the challenge. We have to take the problems also. I am ready to take the challenges. Whatever comes. I really struggle hard to work. I really struggle hard for successfully completing my goal to become a bank employer. To become a bank employer, my mother will be all."
audio_1221.wav,2.5,"So, market is a place where the cellul, cell say goods to the buyer and buyer spends some money on the thing what the cellul is selling. In the current market every person wants to sell the object or a think. The cellul talk of the speed globally about the product which was the selling and also they provide the price in the market. When the people hear the price of the product they can go and"
audio_824.wav,2.0,At first my hobby was not special about particular topic but when I was in school I was mostly attracted to a tennicoid game which was my hobby and I would like to play tennicoid and in school times I have plenty of time to play that but now I am in college right now I don't have time to play and I would like to play the tennicoid game with others and the tennicoid game will be played as a singles and doubles. I prefer to play as a singles because as of one opposition of the player only one person so I can easily enjoy that game very well and the tennicoid game gives most enthusiastic and energetic performance for me and for this game we use a tool like tennicoid ring that is used to play that tennicoid game
audio_743.wav,2.0,Market is a crowded place and here selling and buying takes place and there are a lot of the people's where transactions will be held there like exchanging between the seller and buyer goods and their vegetable vendors and some other things are going on in the market and here the day is with the crowded like whatever we want we go to the market and buy the and it is like shouting there like selling their prices and increasing as compared to the others and like the there will be the express and market is a good thing to everyone to take the things from there and it is a crowded place the scene is too much clothing and
audio_676.wav,2.5,"Basically, it means market is full of crowd because everyone is selling and buying the vegetables. So everyone wants to sell and buy the vegetables because vegetables are the main source to eat. And it is the main important thing for our market and our digestion. So everyone wants to go to market so that's why the market is crowd means it is all about buying and selling the vegetables and everyone wants to eat. That's why the market being is all about crowd."
audio_1111.wav,2.5,"Yes, there are several popular games and activities among students on the playground. Common ones include tag, hopscotch, champ rope, pole square, basket ball, sock, various imaginative games like pretend player role play games. Trends may vary based on location, culture and age group, but there are often stepples in many school ads."
audio_354.wav,2.5,Best day in life is ending money for everyone its money is most important. So ending ourselves is a thing when we start earning. So actually to end money you have to know some skills. Even if we need money or to end money we must complete our graduation or studies or need some skills. If we earn money while we are education like even in school times. So it will be more best day for any student. So I earn some money using referral apps. It makes a day which will be happy to everyone. Like me also it's the best day and when I think about the day. So it will be best than others because when we earn money on ourself and to purchase something which we need. So that the day is best day.
audio_134.wav,2.5,"The people are saying the fruits are minimal, they send the market, they just use fresh water, fresh fruits, fresh vegetables, sound ear in the market was just 20 kg per, I am sorry, 20 rupees per kg, 20 rupees per kg and according to people they can buy the fruit according to the best price. The crowd will change throughout the day from morning to evening, there is no such crowd in the island of only butter around 10 to 11, the crowd were increasing and even the evening the crowd was much better."
audio_881.wav,2.0,"Aya, the best day of my life is when I have been having a pregnant, when I get pregnant, when the time of, and when I was 19 years old that time. And then this is the best day of my life, mixed emotions. I have a baby that year, 2011, and then mixed emotions, happy, sad, and I don't know what to do for being of first time mom. And then I grow and care my son from way back 2011, at to this point, when he is turning 13 on December 12, 2011. And then thinking that day, I want to take good care of that child, whenever it happens, I'm a solo parent, and then, yeah, that's it."
audio_877.wav,2.0,I don't know. Do you want to talk to me? I never know. You said he's a born. No. No. The first day of my life was overnight in gratitude for my mom. I schooled. I was so excited because I thought there's going to be another opportunity for me. I started being there. I worked on the work that I worked with. I was a peanut butter. So much to eat and drink. I was so happy. I was so happy. I was so happy. I was so happy. I was so happy.
audio_687.wav,2.0,"Okay, in the market, there is a lot of people, they selling a lot of things like a large stone like a bike, the selling a lot of things which is a lot of stone and they sell a lot of things which can be incredible things, they can be in market we can see so many people from evening to morning, they can sell different types of things from for their livelihood. So so many people are present in their I think so many people are come there to enjoy and their life they was a present place they we can see their so many people's like like we can see that no one can come there."
audio_1120.wav,2.0,nhifraf color pr stumped to become Yazari Sanmate white Cartier br meaningful ھاں میں چاہلنگیس میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں کہاں میں پر کچھ ہوں
audio_349.wav,2.0,"So, the topic is to describe the best day of your life. So my the best day of my life is to is when I go to the tour in to mountain. I will climb the mountain and see natural beauties and meaningful phrases and many more. I will climb 27 kilometers in 20 and 15 hours and in mountains there are also some gentle and very interesting and there are some fun days and mountains also. Thank you."
audio_1249.wav,2.0,My favorite hobby is drawing and I lot of enjoy when my creative thoughts come to their last decade with my drawings. I use so many tools like pencils and in the pencils there are so many shades like the 2V etc. I like to draw alone. In the most of the time I draw my glass from when I build more glass. I will draw most of the things like my lectures except draw the sheet but they did.
audio_1214.wav,2.0,"I have been to the supermarket and I have seen a lot of people, it is very crowded in the supermarket and the most of the people are purchasing electronics which has an offer for the festival sale. I heard the most of the announcements on the electronics which are offered on the day. At the when I entered the morning, the market is fully crowded and it comes to the evening and it is empty. The people most of them are purchase, relax, give us and free gifts and gaming consoles."
audio_19.wav,2.0,"I am describing about my happy hobbies. I would like to listen to songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things. Describing a favorite hobby, what do you enjoy the most about your hobby or there are any tools that you need to use for your hobby, do you enjoy practicing your hobby and your own or other with others. I mostly like to spend time with myself only to take care of myself."
audio_1234.wav,2.5,"My tone is my entire world. I was right there. I was lot of lowly ending memories of it. I used to play there with my friends and cousins during my earlier. In my community, everyone could tell. My tone has many trees. I can only think of one spot. I enjoyed very well in my tone. My favorite place is my home town. In my home town, I enjoyed well. I get a lot of happiness from my home town because of my friends, family and relatives. There is more enough."
audio_679.wav,2.0,"Actually, one of the people selling and buying in the market. In the market we see the people selling vegetables and fruits and flowers and many more things like the real hotels as well. And the market is so much crowded actually because actually the market is much crowded in the morning, early in the morning. Because the people will start cooking right in the morning itself like defense, next lunch, next dinner. So definitely they need to buy in the morning, most of them buy in the morning. And the people like retail vegetables, they had to get vegetables at a normal, at affordable price. Then they had to go early in the morning and buy the vegetables with the offered."
audio_1322.wav,2.0,"My favorite place to visit is our province, which is Bikol. And I love Chambali. I love going to Bikol because there's local foods or dishes that which I love to eat there. I can eat seafoods there that we can get from a sea. And we used to travel or to go to our province, which is Bikol, when it's holy week. So, where our whole family is gathering our holy week or spend our holy week to our province. And we bond and we celebrate or spend the holy week together with our whole family."
audio_1030.wav,2.0,"My favorite place to visit is Rajasthan. It's a vibrant culture. There are different types of landscapes there. You can explore the places of Jaipur, witnessing the beautiful forts, different types of forts in there. You also have a desert to visit there in the Rajasthan. You can find only the desert in Rajasthan."
audio_712.wav,2.0,"Market. We know market is a very crowded place. Market not only sells food, food essential or kitchen essential but also the things what we wear like cloth, shoes and many other things. Market in markets while buying the things we choose places by their prices. When it comes to market we can hear lot of noises in the market. And also in the morning times it will be litigated but as the day comes of the afternoon the noises started to increase and up to evening this."
audio_807.wav,2.0,I enjoy practicing my voice while singing at the car okay because that is my hug. I used my phone and YouTube that connected the Bluetooth speakers and I enjoy this hobby with my friends and family.
audio_1238.wav,2.5,"I am describing my favorite hobby. My favorite hobby is to play musical instrument. My favorite instrument is mouthhogan, KSU and Gita. I have all the three items presented at Maru and I spent two hours daily on there. So this is my good hobby and this is my talent that is gifted and I am making this talent very beautiful. I am also participating in many of the events that are organized by the college and I am performing that event so that I can provide some good music to these students that are listening in that event. So I am good at music and I love to play music instruments."
audio_934.wav,2.0,Describing about the best day in my life is not a particular day but I think every day start with new hope and new experiences. So every day we have to think that it is a new chance or a new day to make and not about a single day as a best day. I will try to make every day as a best day in my life. Not only a single day but I will treat every day as a best day and make every day as a special day in my life. Thank you.
audio_677.wav,2.5,"The market pays is a very busy place where people go to buy articles of thernis. It is under a population of both buyers and sellers. There is no much other place in the area having so much big risk business as a market. I always find a big crowd there. There are several shops all the time. It is a big shop with more attractive business. It comes from far and wide for purchasing or selling their products. The market is always crowded with cars, horses, donkey and cams. They come loaded with the produce of season such as a cotton grain oil seeds which is"
audio_539.wav,2.5,"Yeah, my journey to Kannada State was amazing and that experience gave me a wonderful day. And local foods are dishes from this place where I would like to eat special foods not today, rarely choose. I think Briani and some more dishes that chooses those places correctly match them. And the season I would prefer is winter season. At that time the place will be cool and whether time made I would like to"
audio_155.wav,2.0,"I like to play a baguette and it is one of my favorite hobbies. I always teach how to take the right steps. It always teaches me how to be focused. Other than that, it always has taught me how to take the perfect decision on time. Which short I have to play. It always not only helps me to be fit and active. It also teaches me how to take the best decisions. Apart from that, it has maintained my life into a good team as it is my favorite hobby. Whenever I play with it, I always end up with a good spirit. I have been passionate for a single hobby from the past six years. It involves using various mediums. I can play it from outside. So that's my..."
audio_277.wav,2.5,"My topic is to describe a food the best day in my life. And the best day in my life is when I am studying a 10th standard. They suddenly plan to conduct an essay writing about social media. Actually, we are not aware about at the 10th. When I am studying, I tend to stand it. They opted to select the Telugu, Hindi and English languages. They intimidated us to participate and then leave the college for that last day. We have the duster always at the time. And then after the day, we need to enjoy our holidays, everyone in that mood. But they conducted the essay writing. Due to my staff instructions, I participated in that. Unfortunately, I won't eat that day. I am taking away from the inspectors."
audio_630.wav,2.0,"Well, you can then say, I'll just give it a try. This goal is important to me. The challenges I face are a lot. What motivates me to say focused is my determination and focus."
audio_1116.wav,2.0,"I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. My goal in life is to continuously learn and grow myself, while also helping others so that they can feel very happy. I would like to help others who are in need of something. I also start to make a positive impact on the world. I want to contribute myself for a better."
audio_816.wav,2.0,"The most of the, the, the, what we are doing is the most of the, the most of the, the favorite hobby is to watch movies and I used to watch the movies which gives us the a course which is a comedy movie and I used to watch with my family and the two slided for this hobby or the television and mobile etc. And I used to watch the movies which gives a family and the tightment and thriller movies and I don't like to watch the movies which are, the horror movies etc."
audio_1197.wav,2.0,"My goal in life for my ultimate feel to achieve success in my life. My goals are to also have happiness, prosperity and in every area in my life. And the freedom and the peace within to be able to own my carry goals. My goals are also heavy influence on the hardships my parents have had to endure such as facing very good for the simple fact of being immigrants. That is extremely difficult and the endures you to become an environment and living in poverty and the low degree of education the receive from their countries. My goals are so important to me because I view it as a way of navigating my out of harder life."
audio_840.wav,2.0,My hobby is watching TV and web series and movies. I like the most about the interior and the movies and the action. I like to encourage the habit of the interior and I just like to practice the dance and way of talking of his style. I like the most habits of him and so much interest about his behavior and his humanity and his goodness and his looks. Whatever the things I am most attractive towards him and just it's my hobby to see in the big screen like that. I just want to remember his name every day and I am so much involved with him and he is a good person. He looks good and at him.
audio_821.wav,2.0,My favorite hobby is playing cricket. I like to play cricket with my friends. And I regularly go to ground with my friends on cricket. And I enjoy a lot while playing cricket. Because why I listed as a favorite hobby is cricket. It is a team work. So that's why.
audio_538.wav,2.5,"I recently visited Tirumala. Such a wonderful place. I have been here with my friends. I plan to move on Tirumala on train. It is a wonderful fascinating journey. A lot of memories are grabbed, grabbing in that journey and bonding also. Tirumala is a sambar and dosa, is a favorite dish. It is a good..."
audio_752.wav,2.0,"My hobby is to do basically amacaracanac music. I have started learning to sing from my childhood. I like singing, I love singing, I enjoy singing very much. And during my singing journey, I will go to a temple yard my home. Where they will perform bhajins. Every Saturday I go and sing there. All the songs I know related to the temple. The God in that temple. And I enjoy singing very much. There will be so many people singing along with me. I like to sing alone as well as sing with others. So I have participated in many groups songs and etc."
audio_771.wav,2.5,My favorite hobby is to irritate my best friend because it uses lots of Trillon enjoyment to me. It is a time pass. We were that's because we both also enjoyed. We got some memories. We almost want to spend more time and it is my favorite hobby because he treats me like a king. So I always want to irritate him. He also likes to irritate me because we both have same mindset and mental vibes. We both have same mindset. That's why we are close to each other. It is a part of our hobby. So that's we enjoy with a lot and we spend more time.
audio_1032.wav,2.0,"My favorite place to visit, Karla, it's so beautiful with greenery and board traveling. And there are many famous places like Wainaud, some more like the full of greenery and nature, peaceful mind. There were many foods they prepared with coconut and the duration was so good. And like I like to travel more like Karla's and Himalayas and much more like places to enjoy myself to take my time to myself to around explore by me."
audio_944.wav,2.0,KO NF
audio_1105.wav,2.5,"All my friends are here, waiting to visit Lakshadvik. It is a beautiful place which are coming under the region of India. It is very convenient to go and recently Prime Minister also visited this place and all social media is very exposed to this place. That's why we are interested to visit Lakshadvik and explore the places which are mainly highlighted in those areas and experience the food too."
audio_66.wav,2.5,My topic is to describe about the scene of the crowded market. Once in a week we go to the market by the vegetables and the items for food. Today morning I went to the market along with my mom. It was very crowded literally. I felt a little bit nervous to walk in such crowds and to buy vegetables. What we needed. The vegetable was full. The market was full of vegetables. And my favorite food item is potato curry. Every time we go to the market we buy at least 2 kilos of potato. Today due to the high rates we did not buy it. The market was full of clothes and with high cost of the food.
audio_1019.wav,2.0,"I have a very large playground in my school. We play cricket, Kabaddi. In my playground, my PET was very good to teach us how to play different games in very fashion play. He encouraged us to play the games. We are very early waiting to play the games at that time."
audio_1330.wav,2.5,"I think the goal that I am actually very nice to be happy, completely happy because I think in this generation it's not easy to achieve. And also just being here, I like to achieve my small means of life such as having my own space because it's not easy to live with my parents right now. So I think that this may really go as of the moment. What challenges would you face? I think that the budgeting because it's not easy to have your own space when you are sure to be the budget. That's why I think that is the hardest part of achieving that goal as of the moment. What motivates you to stay focused on the payment of our achieving goals? I think the idea of living, the idea of being alone and having my own space. I think that's what makes me so good."
audio_658.wav,2.0,"It was a fine morning, me and my friend went to the market to buy some things. The market was very crowded. There were many people selling vegetables, fruit and vegetables, etc. There were green vegetables and fruits present which were very attractive to my eyes and my stomachs started giving sound. I am so hungry I have to buy and go. But it was so crowded. I could hear the people walking here and there buying so many things. I had to buy some clothes and shopping. Tomato, cucumber, radish, cabbage etc. The morning from the morning to evening."
audio_908.wav,2.5,The best day of my life is event Monali with my friends and the rupees of 10 days and the best day of my life is when we went to Gautam Pass and we had a lot and so it's for all of you that to visit the place of Gautam Pass where you can experience many many many the joyfulness and excitement of the city the mountains the days and the cool and the loneliness have made my it's special actually and I feel I feel chill there while when I think about the day which was passing and we had a lot as much as possible I reference all to visit the place where Gautam Pass in the place.
audio_893.wav,2.5,... ... ... ... ... ... ... ...
audio_1297.wav,2.0,"My topic is to describe the best day of my life. I thought that I felt very happy and very enthusiastic the year before because I am very poor at cooking. But I know how to cook tiffins and maggi like that, only the fast food items. I don't know how to cook the dal and the rasam. But on the day my mother felt sick, I need to cook on the day to my mother and to prepare for myself. I was a new youtube video, then I started cooking the dal. Initially I felt very nervous whether it tastes good or not. But once I watched the video I started cooking. It resulted very good way, everyone likes the dal and asked me to cook dhali. That was my best."
audio_545.wav,3.0,"So describing the favorite place of 9 is Vrindavan. First of all, we book our tickets and we go by a train to the Vrindavan. It is a very beautiful place and everyone must have to visit. Vrindavan is the place of Lord Krishna. The talking about local foods or dishes, so let's see which is made up of curd is very famous and I love so much. Other than that, there is no particular time or season. Holy is a special season and they play holy for a month. So yeah, this is all about Vrindavan."
audio_1332.wav,3.0,"This is very good in life. So what makes this code important to you? What challenges are you faced to achieve this goal? And what they wish you to stay focused and determine on the path to achieving your goal? So first, what makes this goal? So first, my goal in life is to work any VP or role. And after that, what challenges? So the challenges of... In working in the VP or is the job application because we need to communicate to the RECOLE turtle operations using the language. And what they wish you to stay focused and determine on the path to achieving your goal? So that's why I need to work."
audio_886.wav,3.5,My topic is about to describe the best day of my life and the best day of my life is when I met my best friend and I couldn't say his name but he is such an understanding person and he is such a mature person and in every situation he understands me so well and without him I think my life wouldn't be like this and it would have so many changes without him and I would have missed someone who is so close to me and so who understands me so well other than anyone and I think the day which I have met him and without the day without meeting him it will be so horrible that life was for me and he changed so much in my life and yes the day is very special when I am
